Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
37752621,How to Invent Everything: A Survival Guide for the Stranded Time Traveller,Ryan North,"North, Ryan",,"=""0753552558""","=""9780753552551""",0,4.21,Virgin Digital,ebook,,2018,2018,,2018/10/16,to-read,to-read (#81),to-read,,,,0,,,0,,,,,
41841593,Heer der planten,Carlos Magdalena,"Magdalena, Carlos",Hanneke Bos,"=""""","=""""",3,3.97,Atlas Contact,Kindle Edition,296,2017,2018,2018/10/11,2018/09/16,environment,environment (#18),read,,,,1,,,0,,,,,
36490943,The Floor is Yours,Hans Van de Water,"Water, Hans Van de",Toon Verlinden,"=""""","=""9789401443531""",4,3.75,Academia Press,Paperback,220,2017,,,2018/10/11,self-improvement,self-improvement (#2),read,"Story - show - slides, the elements of a good talk. I followed the workshop of Toon Verlinden during the media school of the PhD cup. Since then, I have been using his tips and guidelines in numerous presentations. This book is a fine reference for building an engaging presentation. I will always keep a copy in the office!<br/><br/>P.S. Some of the tips in this book are features in <a href=""https://michielstock.github.io/Media-school/"">my first blog post</a> on the media school in 2017.",,,1,,,0,,,,,
30753841,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,"Nosrat, Samin",Wendy MacNaughton,"=""1476753830""","=""9781476753836""",5,4.55,Simon  Schuster,Hardcover,480,2017,2017,2018/10/07,2018/09/29,,,read,"Wow! Really enjoyed this book! Nostrad teaches us how to combine the basic elements in the kitchen to create just about any dish. I don't think this will be the last cookbook I ever buy, but I feel definitely more confident to create recipes on my own! Only cookbook I have read cover to cover.",,,1,,,0,,,,,
2006163,The Beginning of Infinity: Explanations that Transform the World,David Deutsch,"Deutsch, David",,"=""0140278168""","=""9780140278163""",3,4.10,Penguin Books Ltd,Paperback,496,2012,2011,2018/10/07,2018/09/23,physics,physics (#21),read,Series of loosly connected essays on scientific optimism.,,,1,,,0,,,,,
22033056,Bioinformatics Algorithms: An Active Learning Approach,Phillip Compeau,"Compeau, Phillip",Pavel Pevzner,"=""0990374602""","=""9780990374602""",5,4.81,Active Learning Publishers,Paperback,392,2014,2014,,2018/09/30,bio-informatics,bio-informatics (#13),read,Clear and accessible introduction to bioinformatics algorithms. I especially enjoyed the effort to frame every chapter with a concrete biological problem which bioinformatics can solve.,,,1,,,0,,,,,
31823677,"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Timothy Ferriss,"Ferriss, Timothy",Arnold Schwarzenegger,"=""""","=""""",0,4.21,Houghton Mifflin Harcourt,Kindle Edition,707,2016,2016,,2018/09/22,to-read,to-read (#80),to-read,,,,0,,,0,,,,,
13129810,"The 4-Hour Chef: The Simple Path to Cooking Like a Pro, Learning Anything, and Living the Good Life",Timothy Ferriss,"Ferriss, Timothy",,"=""0547884591""","=""9780547884592""",3,3.96,New Harvest,Hardcover,672,2012,2012,2018/09/21,2018/09/21,"food, self-improvement","food (#7), self-improvement (#1)",read,"Despite being somewhat sceptic to Ferriss sometimes simplistic and non-scientific approach, I quite enjoyed this book. The first chapter on meta-learning was particularly interesting and practical. It also has value as a reference for some cooking techniques.<br/><br/>In a similar vain, but better: 'Cooking for Geeks' by Jeffrey Potter.",,,1,,,0,,,,,
857333,The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,"Waitzkin, Josh",,"=""0743277457""","=""9780743277457""",0,4.08,Free Press,Hardcover,265,2007,2007,,2018/09/21,to-read,to-read (#79),to-read,,,,0,,,0,,,,,
206378,Lectures On Computation,Richard Feynman,"Feynman, Richard",Robin W. Allen,"=""0201489910""","=""9780201489910""",0,4.21,Basic Books,Hardcover,320,1996,1996,,2018/09/15,to-read,to-read (#78),to-read,,,,0,,,0,,,,,
29100194,Against Empathy: The Case for Rational Compassion,Paul Bloom,"Bloom, Paul",,"=""0062339338""","=""9780062339331""",0,3.59,Ecco,Hardcover,285,2016,2016,,2018/09/15,to-read,to-read (#77),to-read,,,,0,,,0,,,,,
13127888,The Beginning of Infinity: Explanations That Transform the World,David Deutsch,"Deutsch, David",,"=""0143121359""","=""9780143121350""",0,4.10,Penguin Books,Paperback,487,2012,2011,,2018/09/15,to-read,to-read (#76),to-read,,,,0,,,0,,,,,
81021,Angela Carter's Book of Fairy Tales,Angela Carter,"Carter, Angela",Corinna Sargood,"=""1844081737""","=""9781844081738""",5,4.17,Virago,Hardcover,486,2005,1992,2018/09/10,2018/07/22,short-stories,short-stories (#6),read,,,,1,,,0,,,,,
37498333,Food & Drink Infographics: A Visual Guide to Culinary Pleasures,Simone Klabin,"Klabin, Simone",,"=""3836568489""","=""9783836568487""",0,4.29,Taschen,Hardcover,464,2018,2018,,2018/09/09,to-read,to-read (#75),to-read,,,,0,,,0,,,,,
22733729,"The Long Way to a Small, Angry Planet (Wayfarers, #1)",Becky Chambers,"Chambers, Becky",,"=""1500453307""","=""9781500453305""",0,4.17,CreateSpace Independent Publishing Platform ,Paperback,518,2014,2014,,2018/07/05,currently-reading,currently-reading (#11),currently-reading,,,,1,,,0,,,,,
36613747,"How to Change Your Mind: What the New Science of Psychedelics Teaches Us About Consciousness, Dying, Addiction, Depression, and Transcendence",Michael Pollan,"Pollan, Michael",,"=""0241294223""","=""9780241294222""",3,4.33,Allen Lane,Hardcover,480,2018,2018,,2018/05/22,,,read,A history of psychedelics coupled with Pollan's personal experiences.,,,1,,,0,,,,,
34889379,Elements of Causal Inference: Foundations and Learning Algorithms,Jonas Peters,"Peters, Jonas","Dominik Janzing, Bernhard Scholkopf","=""0262037319""","=""9780262037310""",3,3.33,Mit Press,Hardcover,288,2017,,,2018/08/16,"math, computer-science","math (#37), computer-science (#42)",read,"After reading ""The Book of Why"", I was looking for a more technical introduction to causality. Since by background in machine learning using kernel methods, this book co-authored by Bernhard Schölkopf seemed a good start.<br/><br/>Though I skimmed through the latter chapters, the beginning gives a good introduction to the different types of causality and which assumptions that have to be made. I especially liked the chapters drawing links between causality and topics like transfer learning and domain adaptation!",,,2,,,0,,,,,
37562312,Het achtste leven (voor Brilka),Nino Haratischwili,"Haratischwili, Nino",,"=""""","=""9789025451783""",5,4.57,Atlas Contact,Hardcover,1277,2017,2014,2018/08/06,2018/07/03,novels,novels (#74),read,,,,1,,,0,,,,,
30510822,Julia Programming for Operations Research: A Primer on Computing,Changhyun Kwon,"Kwon, Changhyun",,"=""153332879X""","=""9781533328793""",3,3.33,Createspace Independent Publishing Platform,Paperback,250,2016,,2018/07/18,2018/07/17,"computer-science, references","computer-science (#40), references (#23)",read,"Practical overview of how to use Julia for optimization problems. Not a lot of depth, but as a learner of the language this is what I was looking for.",,,1,,,0,,,,,
148030,Convex Optimization,Stephen Boyd,"Boyd, Stephen",Lieven Vandenberghe,"=""0521833787""","=""9780521833783""",4,4.49,Cambridge University Press,Hardcover,727,2004,2004,2013/06/05,2013/05/18,"bio-engineering, computer-science, math","bio-engineering (#4), computer-science (#5), math (#17)",read,Interesting book with a strong emphasis on applications.,,,1,,,0,,,,,
2891245,Introduction to Population Ecology,Larry L. Rockwood,"Rockwood, Larry L.",,"=""1405132639""","=""9781405132633""",4,3.64,Blackwell Publishing Professional,Paperback,339,2006,2006,,2018/07/10,"environment, bio-engineering","environment (#17), bio-engineering (#31)",read,"Good and accessible introduction to population ecology, covers growth models and species interactions including prey-predator interactions, pollination etc.",,,1,,,0,,,,,
36518232,The Book of Why: The New Science of Cause and Effect,Judea Pearl,"Pearl, Judea",,"=""0241242630""","=""9780241242636""",5,4.06,Allen Lane,Hardcover,432,2018,2018,2018/06/17,2018/06/15,"computer-science, math","computer-science (#39), math (#36)",read,Brilliant book on the limitations of traditional machine learning and statistics techniques (i.e. science mainly concerned with modelling associations) and the wonderful world of causal inference.<br/><br/>See mij blogpost on this book: https://michielstock.github.io/causality,,,2,,,0,,,,,
35021922,The Word Is Murder,Anthony Horowitz,"Horowitz, Anthony",,"=""""","=""""",4,3.95,Cornerstone Digital,Kindle Edition,400,2017,2018,2018/06/17,2018/06/11,,,read,Horowitz' work is a pure nostalgic feeling to the murder mysteries and horror stories I enjoyed reading in my youth. ,,,1,,,0,,,,,
39319247,A Day in the Life of Marlon Bundo,Jill Twiss,"Twiss, Jill",E.G. Keller,"=""145217380X""","=""9781452173801""",4,4.75,Chronicle Books,Hardcover,32,2018,2018,2018/05/17,2018/06/06,,,read,,,,1,,,0,,,,,
39999,The Boy in the Striped Pajamas,John Boyne,"Boyne, John",,"=""0385751060""","=""9780385751063""",4,4.12,David Fickling Books,Hardcover,224,2006,2006,2018/06/01,2018/06/02,,,read,Unlikely friendship beten the son of a Nazi officer and a young Jewish boy at Auschwitz. Tearjerker.,,,1,,,0,,,,,
36678098,Metaforen verschuiven (De moord op Commendatore #2),Haruki Murakami,"Murakami, Haruki","Luk Van Haute, Elbrich Fennema","=""""","=""9789025451592""",4,3.91,Atlas Contact,Hardcover,535,2018,2017,2018/05/12,2018/05/10,"magic-realism, novels","magic-realism (#12), novels (#73)",read,Second part in its series. Not as strong as some of Murakami's earlier work but still a pleasant read.,,,1,,,0,,,,,
25966753,"Stiletto (The Checquy Files, #2)",Daniel O'Malley,"O'Malley, Daniel",,"=""""","=""""",3,4.15,"Little, Brown and Company",Kindle Edition,585,2016,2016,2018/05/28,2018/05/14,,,read,,,,1,,,0,,,,,
34540064,Once Upon an Algorithm: How Stories Explain Computing,Martin Erwig,"Erwig, Martin",,"=""0262036630""","=""9780262036634""",0,3.84,Mit Press,Hardcover,336,2017,,,2018/05/21,to-read,to-read (#74),to-read,,,,0,,,0,,,,,
17137673,"The Sandman Omnibus, Vol. 1",Neil Gaiman,"Gaiman, Neil",,"=""1401241883""","=""9781401241889""",5,4.65,Vertigo,Hardcover,1040,2013,2013,2018/05/09,2018/05/09,"graphic-novel, magic-realism, fantasy","graphic-novel (#20), magic-realism (#11), fantasy (#49)",read,,,,1,,,0,,,,,
33986067,Deep learning with Python,Francois Chollet,"Chollet, Francois",,"=""1617294438""","=""9781617294433""",4,4.64,Manning,Paperback,350,2017,,2018/05/06,2018/04/22,computer-science,computer-science (#38),read,Excellent no-nonsense introduction to deep learning!,,,1,,,0,,,,,
18483294,"The Rook (The Checquy Files, #1)",Daniel O'Malley,"O'Malley, Daniel",,"=""1908800984""","=""9781908800985""",4,4.12,Head of Zeus,Paperback,482,2013,2012,2018/04/15,2018/04/13,,,read,Enjoyable pageturner about the paranormal version of M15.,,,1,,,0,,,,,
35379381,"The Hidden Life of Trees: What They Feel, How They Communicate",Peter Wohlleben,"Wohlleben, Peter",,"=""0008218439""","=""9780008218430""",4,4.06,HARPER COLLINS,Paperback,288,2017,2015,2018/04/11,2018/04/08,"bio-engineering, environment","bio-engineering (#30), environment (#16)",read,,,,1,,,0,,,,,
603255,"Applied Cryptography: Protocols, Algorithms, and Source Code in C",Bruce Schneier,"Schneier, Bruce",,"=""0471117099""","=""9780471117094""",0,4.19,Wiley,Paperback,792,1995,1993,,2018/04/04,to-read,to-read (#73),to-read,,,,0,,,0,,,,,
15857473,Signals and Boundaries: Building Blocks for Complex Adaptive Systems,John H. Holland,"Holland, John H.",,"=""0262017830""","=""9780262017831""",0,3.94,MIT Press (MA),Hardcover,308,2012,2012,,2018/04/02,to-read,to-read (#72),to-read,,,,0,,,0,,,,,
34952237,Thinking Like a Phage: The Genius of the Viruses That Infect Bacteria and Archaea,Merry Youle,"Youle, Merry",Leah L Pantea,"=""0990494330""","=""9780990494331""",5,4.40,Wholon,ebook,310,2017,,2018/03/31,2018/01/24,"evolution, bio-engineering","evolution (#17), bio-engineering (#29)",read,,,,1,,,0,,,,,
23584772,Life in Our Phage World,Forest Rohwer,"Rohwer, Forest","Merry Youle, Heather Maughan","=""0990494306""","=""9780990494300""",0,4.25,Wholon,Hardcover,408,2014,2014,,2018/03/27,to-read,to-read (#71),to-read,,,,0,,,0,,,,,
17364,"Surely You're Joking, Mr. Feynman!",Richard Feynman,"Feynman, Richard",,"=""009917331X""","=""9780099173311""",0,4.28,Vintage,Paperback,350,2006,1985,,2013/05/19,to-read,to-read (#8),to-read,,,,0,,,0,,,,,
21981687,In Pursuit of the Traveling Salesman: Mathematics at the Limits of Computation,William J.  Cook,"Cook, William J.",,"=""0691163529""","=""9780691163529""",5,3.88,Princeton University Press,Paperback,248,2014,2011,2018/02/11,2018/02/05,"math, computer-science","math (#35), computer-science (#37)",read,Excellent introducing to the traveling salesman problem and nice overview of discrete optimization. Wished I had read it sooner!,,,1,,,0,,,,,
8883476,Do Androids Dream of Electric Sheep?,Philip K. Dick,"Dick, Philip K.",,"=""""","=""""",4,4.08,Orion Publishing Group,Kindle Edition,208,2010,1968,2018/02/04,2018/02/01,,,read,,,,1,,,0,,,,,
22007410,The Lathe of Heaven,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",4,4.10,Diversion Books,Kindle Edition,194,2014,1971,2018/01/28,2018/01/28,,,read,,,,1,,,0,,,,,
20111334,"A Game of Thrones 4-Book Bundle: A Song of Ice and Fire Series: A Game of Thrones, A Clash of Kings, A Storm of Swords, and A Feast for Crows",George R.R. Martin,"Martin, George R.R.",,"=""""","=""""",0,4.63,Bantam,Kindle Edition,3936,2011,2011,,2018/01/28,currently-reading,currently-reading (#10),currently-reading,,,,1,,,0,,,,,
36141600,Life 3.0: Being Human in the Age of Artificial Intelligence,Max Tegmark,"Tegmark, Max",,"=""""","=""""",3,4.10,Allen Lane,Kindle Edition,384,2017,2017,2018/01/24,2018/01/21,,,read,"Though I mostly enjoyed reading it, I found it a tiny bit derivative from other similar books. Recommended if it is one of the first books on AI and technology you read.<br/><br/>Also, I agree with many other reviewers that the constant name dropping is a bit annoying. ",,,1,,,0,,,,,
9839718,The Ascent Of Man,Jacob Bronowski,"Bronowski, Jacob",Richard Dawkins,"=""1849901155""","=""9781849901154""",0,4.18,BBC Books,Paperback,352,2011,1973,,2018/01/21,to-read,to-read (#70),to-read,,,,0,,,0,,,,,
31670196,"Scale: The Universal Laws of Growth, Innovation, Sustainability, and the Pace of Life in Organisms, Cities, Economies, and Companies",Geoffrey B. West,"West, Geoffrey B.",,"=""1594205582""","=""9781594205583""",4,4.15,Penguin Press,Hardcover,481,2017,2017,2018/01/20,2018/01/13,physics,physics (#20),read,"A very interesting read! In my courses on ecology and human nutrition we have used some of the scaling laws and I always found them intriguing. Only when reading this book I feel that I understand how these laws arise. West does a good job relating diverse properties of organisms, companies and cities to their sizes. When physicists talk about biology I am always sceptical. Luckily, West is only condescending in about 10% of the times (seriously, finding it unimaginable that the great progresses of biology in the 20th century are at the same level as the increase in understanding of physics show a certain lack of respect for other fields). <br/><br/>Nevertheless, the ideas of this book will surely stay with you.<br/><br/>Pet peeve: why do all plots have slightly different layouts?  ",,,1,,,0,,,,,
7439970,The Handmaid's Tale,Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",5,4.09,Vintage Digital,Kindle Edition,325,2012,1985,2018/01/09,2018/01/06,,,read,,,,1,,,0,,,,,
3379455,The Coevolutionary Process,John N. Thompson,"Thompson, John N.",,"=""0226797600""","=""9780226797601""",0,4.09,University of Chicago Press,Paperback,383,1994,1994,,2018/01/19,to-read,to-read (#69),to-read,,,,0,,,0,,,,,
30833,The Death and Life of Great American Cities,Jane Jacobs,"Jacobs, Jane",,"=""0375508732""","=""9780375508738""",0,4.31,Random House,Hardcover,472,2002,1961,,2018/01/17,to-read,to-read (#68),to-read,,,,0,,,0,,,,,
27246882,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",Ashlee Vance,"Vance, Ashlee",,"=""0062469673""","=""9780062469670""",3,4.23,Avon,Paperback,448,2016,2015,2017/04/25,2017/03/04,biographies,biographies (#1),read,Insights in the world of a man who wants humans to be a multi-planet species.,,,1,,,0,,,,,
23281872,How Not to Be Wrong: The Power of Mathematical Thinking,Jordan Ellenberg,"Ellenberg, Jordan",,"=""0143127535""","=""9780143127536""",4,3.96,Penguin Books,Paperback,480,2015,2014,2018/01/13,2018/01/07,math,math (#34),read,"Enjoyable, though somewhat disorganized book on everyday mathematical fallacies. Useful.",,,1,,,0,,,,,
36856141,What's Your Bio Strategy?: How to Prepare Your Business for Synthetic Biology,John Cumbers,"Cumbers, John",,"=""0999313614""","=""9780999313619""",0,3.33,Pulp Bio Books,Paperback,190,2017,,,2018/01/11,to-read,to-read (#67),to-read,,,,0,,,0,,,,,
10062935,Self Comes to Mind: Constructing the Conscious Brain,António R. Damásio,"Damásio, António R.",,"=""030747495X""","=""9780307474957""",3,3.96,Vintage,Paperback,416,2012,2010,2018/01/09,2017/12/17,consciousness,consciousness (#18),read,"Quite descriptive book on neuroscience and consciousness. Some nice ideas and explanations of certain concepts, but no big, unifying theory (IMHO).",,,1,,,0,,,,,
34113939,"Scale: The Universal Laws of Growth, Innovation, Sustainability, and the Pace of Lifein Organisms, Cities, Economies, and Companies",Geoffrey West,"West, Geoffrey",,"=""""","=""""",0,4.15,Penguin Press,Kindle Edition,490,2017,2017,,2018/01/07,to-read,to-read (#66),to-read,,,,0,,,0,,,,,
12935037,Principles (summary),Ray Dalio,"Dalio, Ray",,"=""""","=""""",0,4.19,www.bwater.com,ebook,106,2011,2011,,2018/01/06,to-read,to-read (#65),to-read,,,,0,,,0,,,,,
28257707,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,"Manson, Mark",,"=""006245773X""","=""9780062457738""",5,4.00,Harper,ebook,224,2016,2016,2018/01/05,2018/01/05,,,read,,,,1,,,0,,,,,
4737,The Bookshop,Penelope Fitzgerald,"Fitzgerald, Penelope",,"=""0006543545""","=""9780006543541""",3,3.35,Harper Perennial,Paperback,156,2006,1978,2015/05/24,2015/05/24,novels,novels (#53),read,,,,1,,,0,,,,,
31930881,Lab Girl,Hope Jahren,"Jahren, Hope",,"=""0349006202""","=""9780349006208""",4,4.03,Fleet,Paperback,369,2017,2016,2017/10/15,2017/10/06,"biographies, bio-engineering, environment","biographies (#3), bio-engineering (#26), environment (#12)",read,,,,1,,,0,,,,,
30965703,Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,"Harari, Yuval Noah",,"=""1784703931""","=""9781784703936""",4,4.30,Vintage,Paperback,513,2017,2015,2017/11/04,2017/10/24,,,read,,,,1,,,0,,,,,
18635622,"A Knight of the Seven Kingdoms (The Tales of Dunk and Egg, #1-3)",George R.R. Martin,"Martin, George R.R.",Gary Gianni,"=""0345533488""","=""9780345533487""",4,4.21,Bantam,Hardcover,355,2015,2013,2017/12/16,2017/12/14,fantasy,fantasy (#48),read,Nice novella set in the familiar world of 'A Song of Ice and Fire'. The softer tone makes for a light and pleasant read.,,,1,,,0,,,,,
331680,Programming the Universe: A Quantum Computer Scientist Takes on the Cosmos,Seth Lloyd,"Lloyd, Seth",,"=""1400040922""","=""9781400040926""",0,3.99,Knopf,Hardcover,240,2006,2006,,2017/12/14,to-read,to-read (#64),to-read,,,,0,,,0,,,,,
37537535,Computational Optimal Transport,"Peyré, Gabriël","Gabriël, Peyré,","Cuturi, Marco","=""""","=""""",4,4.50,,ebook,213,2017,,,2017/12/14,"math, computer-science","math (#33), computer-science (#36)",read,"Review of the recent developments in mathematical optimal transport, with attention to numerical implementations and applications.",,,1,,,0,,,,,
25882222,Oathbringer (The Stormlight Archive #3),Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",5,4.64,Gollancz,Kindle Edition,1241,2017,2017,2017/12/13,2017/11/16,,,read,,,,1,,,0,,,,,
23398837,The Organized Mind: Thinking Straight in the Age of Information Overload,Daniel J. Levitin,"Levitin, Daniel J.",,"=""0147516315""","=""9780147516312""",5,3.69,Dutton,Paperback,528,2015,2014,2017/12/10,2017/12/07,,,read,"Self-help book on organizing your life, time, social life and business, written from a neuroscience point of view. Practical, useful and entertaining!",,,1,,,0,,,,,
192221,How to Solve It: A New Aspect of Mathematical Method,George Pólya,"Pólya, George",,"=""069111966X""","=""9780691119663""",0,4.17,Princeton University Press,Paperback,288,2015,1944,,2017/12/10,to-read,to-read (#63),to-read,,,,0,,,0,,,,,
34490192,Soonish: Ten Emerging Technologies That'll Improve and/or Ruin Everything,Kelly Weinersmith,"Weinersmith, Kelly",Zach Weinersmith,"=""0399563822""","=""9780399563829""",3,3.96,Penguin Press,Hardcover,358,2017,2017,2017/12/06,2017/12/03,,,read,,,,1,,,0,,,,,
17861486,Mutualistic Networks,Jordi Bascompte,"Bascompte, Jordi",Pedro Jordano,"=""0691131260""","=""9780691131269""",3,3.80,Princeton University Press,Hardcover,206,2013,2013,2017/12/05,2017/12/04,"bio-engineering, environment, evolution","bio-engineering (#28), environment (#15), evolution (#16)",read,"Good review of pollination networks, but could be written a bit better and misses a general narrative.",,,1,,,0,,,,,
